sample_name	seqnames	start	end	width	strand	score	annotation_detailed	annotation_simple	tss_distance	gene_seqnames	gene_start	gene_end	gene_width	gene_strand	gene_id	transcript_id	species	sample_source	gene_marking_percent
Mouse BM (65.10%)	18	50166779	50166779	1	-	3	Intron (ENSMUST00000148989/ENSMUSG00000062210, intron 1 of 1)	Intron	2683	18	50164096	50223753	59658	1	ENSMUSG00000062210	ENSMUST00000128377	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	10469759	10469759	1	-	3	Distal Intergenic	Distal Intergenic	-9467	19	10451599	10460292	8694	2	ENSMUSG00000035179	ENSMUST00000237522	Mmusculus	bm	65.1
Mouse BM (65.10%)	X	64799884	64799884	1	+	3	Distal Intergenic	Distal Intergenic	-180071	20	64979955	64982082	2128	1	ENSMUSG00000083243	ENSMUST00000118588	Mmusculus	bm	65.1
Mouse BM (65.10%)	X	151937250	151937250	1	-	3	Intron (ENSMUST00000039720/ENSMUSG00000041658, intron 6 of 10)	Intron	14267	20	151922983	151936183	13201	1	ENSMUSG00000041658	ENSMUST00000144175	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	67153550	67153550	1	-	2	Intron (ENSMUST00000162036/ENSMUSG00000034544, intron 6 of 9)	Intron	-127880	3	67281430	67307331	25902	1	ENSMUSG00000048416	ENSMUST00000077916	Mmusculus	bm	65.1
Mouse BM (65.10%)	3	125139647	125139647	1	-	2	Distal Intergenic	Distal Intergenic	-58078	3	125197725	125522548	324824	1	ENSMUSG00000027971	ENSMUST00000173932	Mmusculus	bm	65.1
Mouse BM (65.10%)	4	72893545	72893545	1	-	2	Distal Intergenic	Distal Intergenic	-54511	4	72948056	72954311	6256	1	ENSMUSG00000084162	ENSMUST00000119593	Mmusculus	bm	65.1
Mouse BM (65.10%)	7	19039933	19039933	1	-	2	Intron (ENSMUST00000003640/ENSMUSG00000003545, intron 3 of 3)	Intron	3592	7	19038722	19043525	4804	2	ENSMUSG00000003545	ENSMUST00000208446	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	69037001	69037001	1	-	2	Intron (ENSMUST00000034766/ENSMUSG00000032238, intron 1 of 10)	Intron	-65822	9	69102823	69158116	55294	1	ENSMUSG00000032238	ENSMUST00000132355	Mmusculus	bm	65.1
Mouse BM (65.10%)	9	100347117	100347117	1	-	2	Intron (ENSMUST00000098458/ENSMUSG00000044244, intron 5 of 6)	Intron	1811	9	100339774	100348928	9155	2	ENSMUSG00000044244	ENSMUST00000136606	Mmusculus	bm	65.1
Mouse BM (65.10%)	11	51879509	51879509	1	-	2	Exon (ENSMUST00000020657/ENSMUSG00000020390, exon 5 of 6)	Exon	11797	11	51888397	51891306	2910	2	ENSMUSG00000020390	ENSMUST00000124699	Mmusculus	bm	65.1
Mouse BM (65.10%)	13	43610468	43610468	1	+	2	Intron (ENSMUST00000144326/ENSMUSG00000038546, intron 2 of 13)	Intron	4739	13	43573055	43615207	42153	2	ENSMUSG00000038546	ENSMUST00000222239	Mmusculus	bm	65.1
Mouse BM (65.10%)	13	99083803	99083803	1	+	2	Promoter (1-2kb)	Promoter	-1379	13	99073271	99082424	9154	2	ENSMUSG00000114569	ENSMUST00000223733	Mmusculus	bm	65.1
Mouse BM (65.10%)	14	13364952	13364952	1	-	2	Distal Intergenic	Distal Intergenic	-178641	14	13543593	13544301	709	1	ENSMUSG00000114464	ENSMUST00000225474	Mmusculus	bm	65.1
Mouse BM (65.10%)	15	84426784	84426784	1	+	2	Distal Intergenic	Distal Intergenic	15240	15	84437599	84442024	4426	2	ENSMUSG00000055745	ENSMUST00000069476	Mmusculus	bm	65.1
Mouse BM (65.10%)	19	27803803	27803803	1	-	2	Intron (ENSMUST00000165566/ENSMUSG00000040929, intron 7 of 17)	Intron	10443	19	27745541	27814246	68706	2	ENSMUSG00000040929	ENSMUST00000172498	Mmusculus	bm	65.1
